deal_id,date,year,deal_type,acquirer_or_investors,target_or_company,value_usd_bn,description,is_megadeal,is_real_headline
D0027,2025-02-15,2025,VC,VC syndicate,Eikon Therapeutics,0.35,Single-molecule platform,0,1
D1155,2025-02-20,2025,VC,Versant Ventures,Tavlum IO,0.053,VC 2025,0,0
D1130,2025-02-23,2025,Series_C,Third Rock Ventures,Denzeo RX,0.397,Series_C 2025,0,0
D1180,2025-02-24,2025,M&A,AstraZeneca,Lumonc Therapeutics,1.522,M&A 2025,0,0
D1202,2025-03-02,2025,M&A,Roche,Epilum OS,11.004,M&A 2025,1,0
D1150,2025-03-02,2025,VC,GV (Google Ventures),Hapden GX,0.109,VC 2025,0,0
D1151,2025-03-11,2025,Series_C,Versant Ventures,Xenlum Tx,0.036,Series_C 2025,0,0
D1185,2025-03-14,2025,Series_B,Bain Capital Life Sciences,Lumkym ON,0.657,Series_B 2025,0,0
D1147,2025-03-15,2025,M&A,AstraZeneca,Modyot BIO,0.588,M&A 2025,0,0
D1153,2025-03-17,2025,Series_B,Third Rock Ventures,Uniden BIO,0.651,Series_B 2025,0,0
D1131,2025-03-21,2025,VC,ARCH Venture Partners,Neuonc AB,1.164,VC 2025,0,0
D1125,2025-03-23,2025,M&A,Roche,Synzeo OS,0.585,M&A 2025,0,0
D1181,2025-04-03,2025,Series_C,Atlas Venture,Celuni IO,0.035,Series_C 2025,0,0
D1145,2025-04-16,2025,VC,Third Rock Ventures,Bioimm BIO,0.474,VC 2025,0,0
D1132,2025-04-17,2025,VC,Flagship Pioneering,Aerimm Tx,0.073,VC 2025,0,0
D1124,2025-04-22,2025,VC,ARCH Venture Partners,Veccel IO,0.426,VC 2025,0,0
D1160,2025-05-12,2025,M&A,Amgen,Modtav ON,0.921,M&A 2025,0,0
D1170,2025-05-13,2025,IPO,Public markets,Aerrep GX,0.544,IPO 2025,0,0
D1128,2025-05-14,2025,Series_C,OrbiMed,Zeoxen BIO,0.119,Series_C 2025,0,0
D1134,2025-05-14,2025,M&A,AstraZeneca,Yottav RX,0.602,M&A 2025,0,0
D1183,2025-05-15,2025,Series_B,Bain Capital Life Sciences,Aercel Tx,0.293,Series_B 2025,0,0
D1200,2025-05-20,2025,Series_B,ARCH Venture Partners,Epixen Tx,0.065,Series_B 2025,0,0
D1199,2025-05-22,2025,VC,OrbiMed,Oncvec X,0.072,VC 2025,0,0
D1198,2025-05-22,2025,M&A,Merck,Yotxen Tx,25.59,M&A 2025,1,0
D1194,2025-05-26,2025,Series_C,Polaris Partners,Tavhap Tx,0.036,Series_C 2025,0,0
D1171,2025-06-01,2025,Series_C,ARCH Venture Partners,Repquo X,0.225,Series_C 2025,0,0
D1201,2025-06-17,2025,M&A,Merck,Biovec BIO,0.169,M&A 2025,0,0
D1175,2025-06-26,2025,VC,Atlas Venture,Jasvec RX,0.069,VC 2025,0,0
D1156,2025-07-03,2025,Crossover,OrbiMed,Aerxen ON,0.126,Crossover 2025,0,0
D1144,2025-07-09,2025,VC,a16z Bio,Yotvec IO,0.069,VC 2025,0,0
D1154,2025-07-17,2025,IPO,Public markets,Tavneu Tx,0.719,IPO 2025,0,0
D1137,2025-07-21,2025,VC,a16z Bio,Tavxen GX,0.632,VC 2025,0,0
D1179,2025-08-05,2025,VC,Versant Ventures,Xenaer Therapeutics,0.068,VC 2025,0,0
D1142,2025-08-11,2025,VC,RA Capital,Immlum GX,0.139,VC 2025,0,0
D1140,2025-08-21,2025,M&A,AbbVie,Aercel GX,0.034,M&A 2025,0,0
D1164,2025-08-21,2025,VC,Atlas Venture,Celgen IO,2.529,VC 2025,0,0
D1143,2025-08-26,2025,VC,Sofinnova Investments,Oncvec RX,0.117,VC 2025,0,0
D1193,2025-09-07,2025,VC,Versant Ventures,Celimm Tx,0.179,VC 2025,0,0
D1187,2025-09-08,2025,VC,RA Capital,Quotav Therapeutics,0.522,VC 2025,0,0
D1158,2025-09-09,2025,Series_B,Polaris Partners,Kymuni Therapeutics,0.149,Series_B 2025,0,0
D1126,2025-09-09,2025,Series_C,ARCH Venture Partners,Repyot ON,0.556,Series_C 2025,0,0
D1169,2025-09-13,2025,VC,Atlas Venture,Immmod ON,0.227,VC 2025,0,0
D1162,2025-09-14,2025,Crossover,Flagship Pioneering,Jasgen RX,0.116,Crossover 2025,0,0
D1189,2025-09-26,2025,VC,Third Rock Ventures,Unilum AB,0.105,VC 2025,0,0
D1135,2025-09-27,2025,VC,F-Prime Capital,Aerxen AB,0.031,VC 2025,0,0
D1184,2025-10-03,2025,VC,Polaris Partners,Synzeo IO,0.65,VC 2025,0,0
D1166,2025-10-05,2025,IPO,Public markets,Repbio AB,2.849,IPO 2025,0,0
D1146,2025-10-07,2025,VC,F-Prime Capital,Aerpro IO,0.121,VC 2025,0,0
D1149,2025-10-08,2025,VC,F-Prime Capital,Veclum GX,0.16,VC 2025,0,0
D1133,2025-10-09,2025,Crossover,ARCH Venture Partners,Gencel Therapeutics,0.15,Crossover 2025,0,0
D1129,2025-10-18,2025,M&A,Gilead,Neuvec IO,0.41,M&A 2025,0,0
D1123,2025-10-19,2025,Series_B,ARCH Venture Partners,Modimm GX,0.021,Series_B 2025,0,0
D1186,2025-10-19,2025,VC,Polaris Partners,Immvec RX,0.312,VC 2025,0,0
D1127,2025-10-21,2025,VC,F-Prime Capital,Oncbio OS,0.755,VC 2025,0,0
D1177,2025-10-21,2025,VC,Third Rock Ventures,Hapjas ON,0.5,VC 2025,0,0
D1176,2025-10-22,2025,Crossover,Sofinnova Investments,Kymcel Tx,0.59,Crossover 2025,0,0
D1173,2025-10-23,2025,M&A,Roche,Quouni AB,9.372,M&A 2025,0,0
D1138,2025-10-24,2025,Crossover,Third Rock Ventures,Reponc OS,0.226,Crossover 2025,0,0
D1190,2025-10-27,2025,VC,Atlas Venture,Quomod AB,0.058,VC 2025,0,0
D1178,2025-11-15,2025,VC,Versant Ventures,Jastav GX,0.188,VC 2025,0,0
D1141,2025-11-20,2025,VC,a16z Bio,Hapden GX,0.077,VC 2025,0,0
D1165,2025-11-23,2025,M&A,Amgen,Modyot IO,0.051,M&A 2025,0,0
D1152,2025-11-25,2025,Crossover,Flagship Pioneering,Genonc ON,0.515,Crossover 2025,0,0
D1159,2025-12-04,2025,Series_B,Sofinnova Investments,Hapneu OS,0.172,Series_B 2025,0,0
D1172,2025-12-08,2025,M&A,J&J,Genvec BIO,0.539,M&A 2025,0,0
D1196,2025-12-10,2025,IPO,Public markets,Aerjas BIO,0.947,IPO 2025,0,0
D1139,2025-12-12,2025,M&A,BMS,Vecbio BIO,50.0,M&A 2025,1,0
D1167,2025-12-26,2025,M&A,AbbVie,Aeryot Tx,4.764,M&A 2025,0,0
D1206,2026-02-02,2026,VC,OrbiMed,Kymxen ON,0.043,VC 2026,0,0
D1207,2026-02-07,2026,VC,OrbiMed,Aerlum Therapeutics,0.065,VC 2026,0,0
D1203,2026-04-02,2026,Series_B,Atlas Venture,Modden ON,0.122,Series_B 2026,0,0
D1208,2026-04-13,2026,VC,Flagship Pioneering,Moduni IO,0.229,VC 2026,0,0
D1204,2026-04-16,2026,Crossover,a16z Bio,Yotpro Tx,0.183,Crossover 2026,0,0
D1205,2026-04-17,2026,Series_C,Flagship Pioneering,Synkym RX,0.01,Series_C 2026,0,0
